# http://edd.ifa.hawaii.edu/
# http://edd.ifa.hawaii.edu/dfirst.php
"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"
pgc|Dist|Glon|Glat|Vhel|Name
%7s|%6.2f|%8.4f|%8.4f|%5d|%10s
---|Mpc|deg|deg|km/s|
"The Catalogue of Principal Galaxies (PGC) Number"|"Luminosity distance (weighted average if more than one source)"|"Galactic longitude"|"Galactic latitude"|"Heliocentric velocity"|"Common name"
71330|188.80|94.6850|-41.1514|13419|PGC071330
71331|187.93|94.6485|-41.2081|12749|PGC071331
71339|119.12|92.5477|-44.3533|9651|PGC071339
71340|169.04|94.5900|-41.3530|12384|XJ23240520
71343|169.04|93.4447|-43.1821|12481|NGC7649
71344|169.82|93.0005|-43.7816|13089|PGC071344
71345|17.14|81.6158|-55.8334|2696|UGC12578
71353|169.82|93.0512|-43.7938|12723|PGC071353
71354|65.77|98.6337|-34.7531|5074|UGC12583
71356|170.61|93.4998|-43.2108|13398|PGC071356
71380|119.12|50.9763|-68.5026|7666|ESO605-006
71382|100.93|89.2896|-48.8794|10228|AGC330416
71389|59.43|93.2843|-43.9376|3896|AGC330422
71396|59.16|102.7060|-26.7926|4973|UGC12593
71404|153.46|88.3341|-50.2619|9886|AGC330430
71410|97.27|29.7206|-70.9051|8413|ESO536-004
71420|156.31|93.0468|-44.6581|12467|UGC12596
71430|41.50|53.5440|-68.3584|2872|IC0005321
71431|2.20|11.8671|-70.8601|62|UGCA438
71446|60.53|103.0344|-26.7261|5273|AGC330449
71448|37.33|92.2763|-46.0210|3768|AGC330447
71450|49.20|99.6874|-33.9363|3475|NGC07664
71454|140.60|100.4170|-32.5400|5712|PGC071454
71461|77.98|90.2874|-48.6549|6108|AGC330453
71471|78.70|94.5128|-43.1562|4095|UGC12601
71485|47.42|92.9754|-45.5495|4029|AGC330459
71495|124.74|94.3897|-43.6384|9307|AGC330461
71508|167.49|89.9683|-49.5985|11393|AGC330467
71513|85.90|103.0746|-27.4720|5183|AGC330469
71517|48.75|99.3234|-35.4913|3573|UGC12610
71529|45.08|89.8910|-49.8401|3524|AGC330473
71534|44.67|98.8816|-36.5458|3488|NGC7678
71538|1.21|94.7762|-43.5542|-184|UGC12613
71554|57.28|86.6799|-53.4403|5144|NGC7679
71569|98.63|102.3496|-29.7854|5307|UGC12625
71578|38.02|86.7823|-53.6209|4675|UGC12628
71581|114.29|22.7647|-71.8713|7292|IC5326
71587|84.33|103.6901|-27.1578|5214|UGC12629
71597|130.62|101.4242|-32.3620|9181|UGC12631
71602|75.51|106.5303|-20.0426|5457|UGC12634
71607|84.33|95.8589|-42.8012|4212|UGC12633
71636|35.65|98.4670|-38.7652|2696|UGC12641
71647|141.91|359.6212|-70.6563|10752|ESO408-005
71657|42.27|102.6589|-30.5154|5491|UGC12644
71659|44.87|103.9730|-27.4294|5179|UGC12645
71688|64.86|104.0750|-27.5253|5099|UGC12650
71702|107.65|38.4936|-71.9509|8152|ESO536-007
71721|81.28|101.5967|-33.9565|7071|PGC071721
71723|53.95|96.9752|-42.6845|5171|AGC330529
71728|14.32|82.1431|-59.2365|2280|NGC007694
71729|24.43|325.6333|-59.4531|1971|NGC007689
71730|38.37|338.9089|-66.2657|3138|I5328
71731|79.80|99.5721|-38.0579|5809|UGC12660
71733|34.51|101.6545|-33.9779|3722|AGC330537
71740|81.66|99.5901|-38.1796|5755|UGC12662
71746|79.43|96.7377|-43.3230|6638|UGC12664
71752|52.24|81.8973|-59.6126|5228|PGC071752
71753|38.90|103.5652|-29.8758|3812|UGC12667
71754|54.70|108.8653|-15.5674|4809|P0071754
71780|60.53|96.8318|-43.7855|4203|UGC12673
71784|41.50|80.5104|-60.9102|2214|AGC630216
71785|23.88|100.8964|-36.3395|3032|UGC12675
71786|63.10|82.1885|-59.8062|5164|AGC630217
71795|146.55|102.2835|-33.4700|8963|UGC12678
71802|135.52|98.0848|-41.8517|6711|UGC12680
71804|27.29|98.4928|-41.1404|1479|UGC12681
71819|85.11|95.7552|-45.8912|6157|UGC12687
71826|79.80|92.1011|-50.9431|5230|UGC12688
71838|41.30|99.8253|-39.1612|2194|UGC12692
71839|60.53|104.8889|-27.8202|4971|UGC12693
71866|9.38|353.7993|-70.8766|692|NGC007713
71880|130.62|103.3495|-32.0679|8856|UGC12701
71881|28.44|351.5279|-70.4900|1568|ES347-029
71889|30.20|46.0578|-72.2002|1550|ES605-015
71890|45.08|96.8935|-44.8984|3969|UGC12705
71895|33.88|98.7285|-41.8162|2610|UGC12707
71923|156.31|103.1507|-33.1314|8502|PGC071923
71924|130.02|45.3316|-72.4649|9349|ESO605-017
71927|101.39|103.2529|-32.9563|9964|PGC071927
71948|42.66|332.9522|-64.8837|2839|ES240-011
71969|64.57|105.4348|-28.0367|4806|UGC12714
71972|86.30|93.4331|-50.8233|5261|AGC330641
71976|119.12|103.5242|-32.9453|9250|PGC071976
71977|153.46|103.3984|-33.1958|9297|PGC071977
71981|128.23|103.4725|-33.1135|10780|IC5341
71982|68.87|91.2740|-53.5236|6166|UGC12715
71984|130.02|103.5332|-33.1038|9255|IC5342
71985|124.17|103.5020|-33.0729|9030|NGC7720
71987|128.82|103.4799|-33.1224|9506|PGC071987
71988|76.56|103.4138|-33.2729|9528|PGC071988
71991|147.91|103.5296|-33.0832|8494|PGC071991
71999|116.95|103.6833|-32.8761|9272|PGC071999
72001|20.42|79.7096|-63.1211|2016|AGC630233
72009|31.77|69.2389|-67.9055|1860|NGC07723
72013|74.13|49.9461|-72.3252|5103|ESO605-022
72020|72.44|92.0750|-53.0034|5660|UGC12720
72024|101.39|103.7122|-33.0460|7611|UGC12721
72030|115.35|94.7969|-49.6898|8928|UGC12722
72038|45.50|332.3918|-65.0273|3273|ESO240-013
72056|119.67|103.9704|-32.8449|9922|PGC072056
72061|157.04|103.7980|-33.3684|8692|PGC072061
72064|115.35|103.9244|-33.0883|9399|NGC7728
72071|118.58|104.1651|-32.7052|8669|PGC072071
72086|141.25|101.2893|-39.4370|6779|UGC12731
72089|120.78|104.0015|-33.4258|11705|UGC12733
72092|84.33|37.6838|-73.9339|6826|AGC036226
72098|113.76|24.4060|-74.3596|8319|ESO471-002
72099|119.67|104.2917|-32.7963|9972|PGC072099
72106|236.59|103.4282|-35.0249|11877|AGC330765
72115|138.68|103.6227|-34.6757|9409|AGC330768
72117|67.30|91.7327|-54.5510|6275|IC001504
72165|119.12|104.1521|-34.1056|9594|NGC7735
72169|116.95|104.5947|-33.0693|7409|AGC330778
72177|128.82|313.6824|-49.7094|10170|NGC7733
72188|107.15|104.6818|-33.1298|7440|UGC12746
72190|103.75|99.2058|-44.9371|7028|AGC330784
72228|4.37|10.6937|-74.5267|269|UGCA442
72231|165.96|354.9112|-72.7821|12521|ESO408-021
72233|139.32|105.3270|-32.2107|8794|UGC12755
72237|13.55|104.5097|-34.3687|750|UGC12754
72252|21.68|82.5619|-63.6376|2114|AGC630257
72257|177.83|96.5081|-50.2369|10742|PGC072257
72263|20.32|96.9647|-49.5253|1704|N7743
72268|177.01|96.6046|-50.1551|12270|PGC072268
72269|109.14|94.1711|-53.4263|11570|AGC330829
72274|49.43|103.0371|-38.3309|5390|UGC12762
72297|179.47|96.7192|-50.2650|12151|PGC072297
72327|174.58|51.6231|-73.7635|10120|ESO606-006
72328|111.69|105.4018|-33.2580|7700|UGC12772
72345|46.13|98.7375|-47.7086|4266|UGC12773
72355|123.59|25.3153|-75.5380|8402|ESO471-010
72367|25.82|93.6208|-55.3404|2927|UGC12777
72392|82.41|68.0962|-70.9738|7344|AGC630269
72393|87.10|25.9993|-75.7467|8792|PGC072393
72396|103.28|25.8877|-75.7565|8430|IC5350
72397|58.34|107.6468|-28.1768|4858|UGC12781
72403|100.46|25.2115|-75.7648|8956|PGC072403
72411|106.17|106.2356|-32.3937|9034|AGC330918
72416|128.23|25.1621|-75.8069|8389|IC5354
72421|120.78|25.2696|-75.8082|8232|IC5353
72423|110.15|25.2797|-75.8198|8489|PGC072423
72436|121.90|25.0118|-75.8620|8309|PGC072436
72437|130.02|25.1283|-75.8614|8136|IC5358A
72438|124.74|105.9786|-33.3381|9295|P0072438
72441|124.74|25.1399|-75.8684|8651|IC5358
72445|135.52|322.7850|-61.2441|9857|ESO149-002
72447|154.88|25.1647|-75.8760|8217|PGC072447
72464|137.40|24.9797|-75.9931|10580|PGC072464
72466|168.27|24.7607|-75.9980|7945|PGC072466
72469|118.58|25.2386|-76.0010|8896|PGC072469
72470|115.35|93.1440|-56.8329|8919|AGC330926
72471|134.28|25.4096|-76.0091|10241|PGC072471
72473|108.14|24.9358|-76.0176|8955|PGC072473
72476|109.65|24.5656|-76.0178|8208|PGC072476
72489|99.08|101.6375|-44.3356|7850|AGC330932
72503|68.55|57.0829|-73.8827|5780|ESO606-011
72506|123.03|106.0900|-34.0338|11531|UGC12792
72535|65.77|107.3043|-31.0583|5277|UGC12798
72539|38.19|107.3697|-30.9629|5132|PGC072539
72549|71.45|94.0855|-56.6807|5334|UGC12799
72591|146.55|102.1274|-44.7517|10375|AGC330952
72596|90.78|106.6939|-33.7885|7555|NGC7765
72599|188.80|109.3835|-25.4946|12343|UGC12807
72605|119.67|106.7150|-33.8132|8212|NGC7768
72607|109.14|106.7453|-33.7458|7473|PGC072607
72608|91.62|106.7628|-33.7100|8634|PGC072608
72609|91.62|106.7716|-33.6797|9053|PGC072609
72618|95.06|93.2569|-58.2956|8109|UGC12810
72632|89.54|112.9122|-12.6208|5794|UGC12814
72633|131.83|105.9524|-36.2244|9959|AGC330965
72640|91.20|106.8792|-33.7603|8404|PGC072640
72648|101.39|24.1266|-76.7142|8278|IC5362
72657|111.17|25.8662|-76.7712|8820|ESO471-027
72659|64.86|95.1773|-56.5433|5322|UGC12816
72661|141.91|107.6318|-31.8338|9271|UGC12817
72665|116.41|107.0367|-33.6927|8126|PGC072665
72669|126.47|26.0210|-76.7861|8857|PGC072669
72675|7.01|322.4635|-62.2404|589|ESO149-003
72680|55.21|98.8547|-51.6855|5564|UGC12818
72684|86.70|20.9835|-76.7944|8776|PGC072684
72688|139.32|19.3695|-76.7795|9024|ESO471-030
72694|111.69|21.2101|-76.8498|8671|PGC072694
72698|147.91|62.5153|-73.8782|11226|ESO606-017
72740|288.40|100.6306|-49.4397|21462|UGC12825
72751|100.93|107.4958|-33.4178|7951|PGC072751
72759|95.06|100.8720|-49.4437|5299|UGC12830
72773|92.90|100.9460|-49.0646|6383|UGC12832
72775|66.37|99.1953|-52.0651|5224|UGC12833
72784|136.14|107.5311|-33.7247|7967|AGC330996
72788|87.90|99.2455|-52.2352|5396|UGC12834
72807|124.74|65.1646|-73.8472|11180|ESO538-002
72835|63.97|73.6535|-71.7232|5511|AGC630329
72860|49.89|44.3922|-76.9050|3925|AGC036454
72863|148.59|103.0368|-46.3151|10780|AGC331004
72888|132.43|105.2943|-41.4378|7894|UGC12844
72892|42.66|109.3463|-29.4973|4877|UGC12845
72907|67.30|314.7933|-55.1497|4203|ESO111-009
72919|177.83|99.7944|-52.8416|11819|AGC331018
72926|99.54|108.7152|-31.9616|6932|UGC12850
72930|83.18|95.0286|-59.2927|6683|UGC12849
72939|133.66|108.7621|-31.9605|9057|AGC332073
72957|52.97|305.3777|-35.2980|1941|ES012-010
72968|116.41|108.1788|-34.0943|7906|AGC331021
72972|129.42|108.1614|-34.1901|7885|UGC12855
72973|128.82|103.2466|-46.9925|10860|UGC12854
72983|30.34|95.9617|-58.6256|2456|UGC12857
72996|62.52|101.9313|-49.8133|5236|UGC12860
73004|175.39|110.1598|-27.8284|10534|AGC331024
73021|179.47|100.8428|-52.0264|11247|UGC12863
73023|47.42|109.4973|-30.4659|4699|UGC12864
73027|124.74|20.6254|-77.9517|8864|ESO471-049
73049|3.58|4.5161|-77.1710|227|NGC007793
73053|125.31|106.9715|-38.8503|8083|UGC12866
73079|114.82|108.9769|-32.9610|8505|AGC331039
73083|130.02|15.4543|-77.9688|9032|ESO471-051
73098|145.21|64.8289|-75.2117|10206|ESO538-013
73102|106.66|102.0620|-50.7417|6413|UGC12871
73123|106.17|93.9073|-62.1267|7645|AGC630346
73126|51.29|317.8930|-60.1204|3342|N7796
73148|78.34|108.4930|-35.4622|7014|AGC331047
73151|77.98|92.1831|-63.8340|5746|PGC073151
73154|58.34|99.4294|-55.7141|3865|UGC12881
73156|76.21|110.0445|-30.2795|5005|UGC12882
73171|128.82|105.9803|-42.9527|6631|UGC12886
73199|134.90|108.7377|-35.4378|10406|AGC331405
73243|172.19|320.4279|-65.4022|10657|PGC073243
73275|130.02|112.2286|-34.2492|7401|AGC101105
73385|124.17|117.5120|-56.0552|11594|PGC073385
73393|141.25|117.6615|-55.9354|11931|PGC073393
73395|139.32|117.6591|-56.0864|11650|PGC073395
73454|220.80|124.8168|-64.3490|11856|XJ00544214
73466|151.36|125.1829|-64.2070|12433|PGC073466
73474|152.05|125.3641|-64.1637|13115|PGC073474
73486|152.05|125.5763|-64.1824|12833|PGC073486
73507|166.72|125.8186|-64.0691|11513|
73522|207.01|126.0248|-64.4361|13556|XJ00564659
73540|178.65|126.5187|-64.1404|14155|XJ00574158
73610|133.66|294.9928|-69.8880|9519|XJ01072451
73628|92.90|294.0087|-70.9836|7288|PGC073628
73679|91.20|293.2379|-71.1075|7210|PGC073679
73684|80.17|293.3519|-70.7347|8506|PGC073684
73688|120.78|293.2296|-70.8863|6614|PGC073688
73695|83.56|293.1348|-70.8995|6850|PGC073695
73697|114.82|293.3284|-70.5768|7390|PGC073697
73710|109.65|293.0035|-70.8348|7303|PGC073710
73717|99.54|292.8367|-70.9009|7065|PGC073717
73725|98.17|292.6773|-70.9513|8408|PGC073725
73734|149.28|292.5313|-70.9789|7096|PGC073734
73736|105.20|292.5464|-70.9521|7483|PGC073736
73816|190.55|134.7890|-61.9360|13981|XJ01133756
73825|201.37|135.2699|-62.1418|13291|PGC073825
73837|199.53|135.4216|-62.0194|13555|XJ01144386
73886|186.21|135.9308|-61.9242|13375|XJ01154476
73887|183.65|135.9748|-62.0212|13306|XJ01154483
73891|172.98|136.0688|-62.1006|11812|PGC073891
73898|202.30|136.3672|-62.3316|14037|PGC073898
73953|50.35|141.7811|-62.8173|5292|PGC073953
73958|59.70|142.0778|-62.8511|6298|PGC073958
73965|70.15|142.6200|-63.0977|5582|PGC073965
74050|70.15|137.6847|-24.6017|4761|PGC074050
74111|174.58|147.0083|-20.7930|14843|PGC074111
74118|173.78|147.0341|-20.7783|14002|PGC074118
74120|174.58|147.0466|-20.7918|15013|PGC074120
74141|173.78|147.0646|-20.6038|14129|PGC074141
74145|172.98|147.0791|-20.5981|13664|PGC074145
74191|174.58|147.2134|-20.3928|14826|PGC074191
74219|107.15|229.0284|-63.9744|7532|PGC074219
74222|105.68|229.0397|-63.9518|7905|PGC074222
74236|93.33|169.4727|-45.2143|7594|PGC074236
74240|63.10|169.7900|-45.1070|7825|AGC120613
74247|174.58|170.3610|-45.3223|11170|AGC121402
74256|67.30|169.5560|-44.3493|6205|AGC120676
74257|122.46|170.8230|-45.3758|7585|AGC120684
74269|107.15|170.3723|-44.6655|7340|PGC074269
74270|72.78|170.1736|-44.4608|8349|AGC120778
74271|91.20|171.2135|-45.2869|8266|AGC120781
74276|90.36|170.4993|-44.6652|7213|PGC074276
74291|89.54|171.0856|-44.7952|6843|PGC074291
75178|194.09|261.5015|-42.6234|12772|PGC075178
75179|215.77|262.3087|-42.4738|15773|PGC075179
75191|154.17|261.9286|-42.2541|12895|PGC075191
75244|149.97|209.9199|-36.2120|9397|PGC075244
75286|93.33|195.7321|-18.0295|8740|PGC075286
75289|133.05|195.2974|-17.7216|8198|AGC150063
75290|101.39|195.7071|-17.9572|8632|PGC075290
75298|135.52|195.6449|-17.8629|8840|PGC075298
75301|120.23|195.6531|-17.8007|6683|PGC075301
75307|130.02|195.7747|-17.8139|8637|PGC075307
75311|113.76|195.6971|-17.7280|8128|PGC075311
75312|113.76|195.7054|-17.7175|8750|PGC075312
75313|124.74|195.7018|-17.7160|8675|PGC075313
75314|112.20|195.7155|-17.7231|7748|PGC075314
75316|97.27|195.6520|-17.6790|7892|DRCG11-061
75317|103.28|195.6947|-17.7027|9358|PGC075317
75321|157.76|195.6433|-17.6459|9933|PGC075321
75322|112.72|195.7877|-17.7227|8410|PGC075322
75323|119.67|195.6472|-17.7008|8663|PGC075323
75324|109.65|195.7865|-17.7044|8695|PGC075324
75325|110.15|195.7972|-17.7052|8143|PGC075325
75327|107.15|195.5900|-17.5663|9104|PGC075327
75331|142.56|195.7321|-17.5869|10012|PGC075331
75360|92.90|230.3758|-25.4197|11716|PGC075360
75368|133.05|230.6268|-25.3768|12607|PGC075368
75411|235.50|229.8646|-24.8591|12568|PGC075411
75450|199.53|230.4148|-24.5481|12004|PGC075450
75482|187.93|246.5929|-26.6342|13009|PGC075482
75519|149.28|240.3973|-22.9846|10870|PGC075519
75554|136.77|239.9140|-22.1028|11024|PGC075554
75566|107.15|241.1755|-22.3326|8775|PGC075566
75665|79.80|274.7480|-27.5622|7815|PGC075665
75691|90.36|274.6948|-27.4676|8352|PGC075691
75694|70.15|273.8855|-27.3647|7808|PGC075694
75713|114.29|274.6750|-27.3547|8455|PGC075713
75727|106.66|274.7104|-27.2843|7230|PGC075727
82289|304.79|238.6984|24.6715|16143|XJ09072193
82600|219.79|243.0987|42.2232|13238|XJ10120843
82623|174.58|242.9018|42.8506|13524|PGC082623
82629|240.99|243.0088|42.8759|12840|PGC082629
82647|221.82|243.8070|42.8211|17324|AGC500344
82650|272.90|243.5835|43.0503|15328|XJ10153570
82667|304.79|244.0999|43.1521|19010|PGC082667
82920|82.04|250.0791|41.6178|5900|PGC082920
83382|165.96|251.0768|52.5197|11275|PGC083382
83387|162.93|251.1679|52.6487|10584|PGC083387
83389|213.80|251.2819|52.6405|11762|PGC083389
83398|232.27|251.3821|52.7550|11555|PGC083398
83400|188.80|251.3824|52.7679|11823|PGC083400
83401|153.46|251.9364|52.4338|12012|XJ10581762
83402|209.89|251.4687|52.7405|12127|XJ10581962
83405|180.30|251.7132|52.6910|11378|XJ10583696
83406|159.22|251.7678|52.6680|12338|PGC083406
83408|175.39|251.8428|52.7542|12531|J105901.02
83412|149.28|251.9164|52.7565|11854|XJ10590914
83419|166.72|251.9931|52.8978|12184|XJ10594067
83420|150.66|239.3316|59.0901|10366|AGC200784
83425|152.76|251.8977|53.0812|12777|J110001.08
83436|189.67|240.8696|59.3342|11330|AGC200855
83454|155.60|203.1516|67.4770|11350|PGC083454
83663|130.02|69.1151|88.6156|6581|PGC083663
83697|225.94|305.0826|45.3419|12965|PGC083697
83703|82.04|77.1315|88.0198|7320|PGC083703
83709|178.65|305.1532|45.2537|12571|PGC083709
83732|191.43|305.6080|45.1837|13964|PGC083732
83747|80.17|44.3951|87.9618|7804|PGC083747
83755|125.31|59.3779|87.5536|7666|PGC083755
83757|75.86|45.1998|87.6494|8241|PGC083757
83758|94.19|46.1301|87.5937|7099|PGC083758
83761|55.98|57.2290|87.3982|8951|AGC221465
83958|150.66|311.9089|35.2532|10071|PGC083958
83960|188.80|311.9513|35.1374|12828|PGC083960
83962|90.36|312.1706|35.8571|10137|PGC083962
83963|157.76|311.9803|34.7390|9907|PGC083963
83965|158.49|311.9731|34.4601|10860|PGC083965
83991|116.41|312.7233|35.1292|11098|PGC083991
84004|120.23|312.9306|35.1380|10923|PGC084004
84008|152.76|313.0615|35.3391|15554|PGC084008
84016|149.28|313.1573|34.9432|10570|PGC084016
84020|179.47|313.1512|34.2799|10621|PGC084020
84052|114.29|316.3460|28.0062|12199|PGC084052
84309|172.19|18.3461|60.7034|11895|AGC240746
84332|214.78|18.1708|59.9937|13523|XJ14522928
84335|231.21|19.0850|60.1429|13747|XJ14524547
84338|204.17|18.8987|60.0445|13244|PGC084338
84348|300.61|21.5570|60.4617|21198|PGC084348
84357|200.45|22.3144|60.5134|16668|PGC084357
84375|201.37|23.2214|60.4879|17583|PGC084375
84392|199.53|22.7897|60.1276|16504|PGC084392
84463|207.97|8.7975|51.5019|13734|PGC084463
84478|229.09|8.2485|51.0218|13951|AGC250260
84483|193.20|9.1051|51.3575|13748|XJ15121126
84492|207.01|9.0179|51.2033|12916|PGC084492
84499|207.01|9.0725|51.1818|13219|PGC084499
84505|207.97|9.0700|51.1437|13603|PGC084505
84519|232.27|8.6503|50.7665|13503|XJ15132872
84532|130.02|9.6727|50.9318|13342|AGC250367
84559|158.49|12.3814|50.1582|9276|AGC251811
84597|143.88|12.5130|49.6084|9554|PGC084597
84599|159.96|12.8436|49.7379|10076|PGC084599
84607|158.49|12.9136|49.7155|10211|PGC084607
84608|230.14|12.9244|49.6794|9313|PGC084608
84610|110.15|12.6046|49.5231|9740|PGC084610
84611|145.88|12.5930|49.5158|9112|PGC084611
84622|292.42|12.6308|49.3303|22997|XJ15240202
84826|284.45|111.1746|31.7300|19609|XJ17032243
84864|188.80|111.1619|31.4347|18739|XJ17090975
84867|255.86|110.7953|31.5205|16100|XJ17093986
84931|154.17|345.9031|-38.7520|14578|PGC084931
84933|180.30|346.0202|-38.8550|14612|PGC084933
84948|132.43|346.5713|-39.0374|9589|AGC600251
84949|148.59|345.3262|-38.9660|12483|PGC084949
84957|191.43|346.4266|-39.1370|14498|XJ20502701
84963|183.65|345.0045|-39.0737|12787|AGC600260
84966|146.55|345.2883|-39.1100|12729|PGC084966
84968|200.45|345.0423|-39.1167|12648|XJ20505989
84970|186.21|345.6316|-39.1717|14192|PGC084970
84971|179.47|345.5197|-39.1681|14369|AGC600266
84975|223.87|345.1420|-39.1462|12558|XJ20510833
84993|213.80|346.6952|-39.3826|14760|XJ20515512
85002|128.82|346.7715|-39.4433|15301|PGC085002
85003|219.79|346.5076|-39.4295|14814|PGC085003
85010|183.65|345.0648|-39.3869|13106|PGC085010
85011|300.61|346.5545|-39.5077|19848|XJ20524746
85085|162.93|20.5039|-40.0457|11958|PGC085085
85089|145.88|20.4188|-40.0746|11978|PGC085089
85127|157.04|21.6682|-40.0843|11597|XJ21071118
85142|115.88|21.2021|-40.2620|12284|PGC085142
85417|163.68|94.3933|-39.0996|11550|XJ23191890
85424|326.59|94.3101|-40.8547|22259|XJ23222244
85433|125.31|94.3647|-41.1166|11495|AGC330318
85436|187.07|94.4783|-41.0309|12346|PGC085436
85449|187.07|94.6177|-41.1510|12534|PGC085449
85465|188.80|94.6993|-41.3156|13366|PGC085465
85547|119.67|103.4624|-32.8144|10231|PGC085547
85551|173.78|103.2945|-33.2898|8743|P0085551
85558|131.83|103.5876|-32.6925|9335|PGC085558
85561|159.96|103.4580|-33.0562|9562|PGC085561
85563|137.40|103.4729|-33.0441|10121|PGC085563
85570|121.90|103.5039|-33.0700|8104|PGC085570
85575|157.76|103.5185|-33.0742|9906|PGC085575
85577|149.97|103.5026|-33.1281|8522|PGC085577
85580|137.40|103.5889|-33.0063|9587|PGC085580
85582|141.25|103.4918|-33.2616|9015|PGC085582
85583|123.03|103.6276|-32.9607|9761|PGC085583
85586|144.54|103.6205|-33.0110|8978|PGC085586
85591|101.86|103.6099|-33.0897|9668|PGC085591
85592|112.20|103.6651|-32.9831|9263|PGC085592
85598|196.79|103.6689|-33.0466|9940|PGC085598
85610|127.06|103.6305|-33.3087|8004|P0085610
85623|132.43|103.9469|-33.0594|8997|PGC085623
85627|104.71|103.8659|-33.3182|11103|AGC330751
85663|175.39|96.3855|-50.3284|11892|PGC085663
85668|159.22|96.5906|-50.1478|12568|DRCG38-072
85679|163.68|96.6534|-50.2214|12364|PGC085679
85687|244.34|96.6737|-50.3206|11960|PGC085687
85692|181.13|96.6520|-50.4073|13583|PGC085692
85694|168.27|96.6922|-50.4028|12353|AGC330872
85699|181.13|96.8849|-50.2253|12272|PGC085699
85706|179.47|97.0006|-50.2961|11749|PGC085706
85740|207.01|25.7299|-75.6136|14922|XJ23463576
85741|80.17|24.6934|-75.6227|8014|PGC085741
85742|220.80|25.3106|-75.6329|16806|XJ23464090
85749|134.90|25.5176|-75.6963|8020|PGC085749
85750|100.00|25.6471|-75.7520|10084|XJ23471337
85751|90.78|24.9318|-75.7553|8796|PGC085751
85752|152.76|25.5933|-75.7556|8366|PGC085752
85754|145.88|25.4600|-75.7771|8362|PGC085754
85755|128.82|25.8153|-75.7850|7498|PGC085755
85756|158.49|25.2314|-75.7884|9647|PGC085756
85762|118.03|25.5405|-75.8157|8231|PGC085762
85766|121.90|25.0468|-75.8691|9559|PGC085766
85767|72.78|25.2766|-75.8712|8174|PGC085767
85770|120.78|24.8826|-75.8844|9554|PGC085770
85771|97.72|25.3625|-75.8852|9687|PGC085771
85782|136.14|25.2622|-76.0219|9829|PGC085782
85783|102.80|25.0989|-76.0225|9274|PGC085783
85784|116.41|25.2469|-76.0635|10310|XJ23483815
85800|109.65|25.5496|-76.1448|10400|XJ23490014
85805|155.60|25.8204|-76.2014|10198|XJ23491554
85841|154.88|25.4034|-76.7126|9706|PGC085841
86285|43.45|206.3955|-5.7400|2902|P0086285
86299|201.37|62.8917|43.7907|9146|PGC086299
86311|81.28|317.9437|31.1377|4239|PGC086311
86313|45.71|318.6909|27.3373|3979|PGC086313
86314|40.93|318.6754|26.4542|4184|PGC086314
86316|61.66|319.3645|26.8137|3900|PGC086316
86319|39.45|320.4450|27.1151|4114|PGC086319
86320|66.99|319.4708|26.4600|4012|PGC086320
86518|47.64|95.8895|-42.9832|4049|AGC332031
86668|8.83|207.6403|37.5996|484|D564-08
86669|9.29|207.3589|41.7641|497|D565-06
86840|81.66|187.9577|33.1410|5194|AGC180613
86944|180.30|188.4903|57.0355|11300|AGC200907
87182|91.20|94.0042|-40.9899|7134|AGC331683
87321|105.20|64.8088|43.7700|10134|PGC087321
87327|58.34|269.7744|26.4336|4106|PGC087327
87329|62.52|269.3031|26.7436|3636|PGC087329
87330|80.17|269.5378|26.6164|4469|PGC087330
87679|238.78|48.7869|46.2072|15006|PGC087679
88608|0.09|243.4980|42.2724|224|SextansdSp
88843|207.01|311.8015|30.9218|15078|PGC088843
88847|162.18|311.7659|30.6192|14960|PGC088847
88849|144.54|311.8202|30.5714|14981|PGC088849
88850|267.92|311.8283|30.5635|13530|PGC088850
88857|175.39|311.9597|30.4736|12856|PGC088857
88860|190.55|312.0622|30.8335|13216|PGC088860
88888|153.46|312.1526|30.5091|14107|PGC088888
89503|78.70|240.3603|35.6012|4841|PGC089503
89515|126.47|83.8952|-33.6194|8425|AGC320522
89524|87.10|144.5410|-40.2301|5626|AGC110758
89527|61.09|156.3887|-33.8022|6689|AGC120866
89529|105.68|171.4536|-30.9287|7920|AGC130373
89531|139.96|171.3026|-30.7206|9472|AGC130374
89784|64.27|317.8867|30.6201|4752|PGC089784
89806|60.53|318.7227|27.3063|4166|PGC089806
89825|44.87|319.0933|25.6615|4103|PGC089825
89827|43.05|319.3717|26.3236|4190|PGC089827
89829|74.82|319.4926|26.5228|5214|PGC089829
89838|57.02|319.5609|26.3456|4505|PGC089838
89857|53.70|320.1468|25.8462|4687|PGC089857
89864|50.82|320.4462|25.9545|4440|PGC089864
89985|16.75|170.0904|-12.4717|2120|PG0089985
90453|75.51|112.6247|-28.9806|4954|AGC101097
90492|97.72|119.2525|-47.7458|5044|AGC100731
90504|72.78|122.6242|-62.0202|4570|AGC100763
